baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000187608.8|mRNA|ISG15|ENSG00000187608.8|ENSG00000187608.8|0|942	115.291744443198	0.453246418637574	0.203843325158896	2.22350385171684	0.0261818439535157	0.138819582259558
ENSG00000175756.13|mRNA|AURKAIP1|ENSG00000175756.13|ENSG00000175756.13|0|1669	147.319622650689	0.0480022517741734	0.106349138505143	0.451364744923174	0.651726688307266	0.837307070246097
ENSG00000242485.5|mRNA|MRPL20|ENSG00000242485.5|ENSG00000242485.5|0|2788	147.967692239162	-0.112193116796107	0.109581588518662	-1.0238318162088	0.305914719842534	0.584453838512746
ENSG00000160075.11|mRNA|SSU72|ENSG00000160075.11|ENSG00000160075.11|0|6925	474.384283935619	0.00367042663262536	0.0691016947813202	0.0531163040825673	0.957639241011273	0.982748681554923
ENSG00000248333.8|mRNA|CDK11B|ENSG00000248333.8|ENSG00000248333.8|0|3488	391.12717069152	-0.0242832559612015	0.0955847650002564	-0.254049439375997	0.7994573635982	0.908591872375615
ENSG00000008128.22|mRNA|CDK11A|ENSG00000008128.22|ENSG00000008128.22|0|4701	264.852767891288	-0.095650851823581	0.115873685228169	-0.825475185631948	0.4091018649629	0.673749772440115
ENSG00000268575.1|lncRNA|AL031282.2|ENSG00000268575.1|ENSG00000268575.1|0|5079	279.644203777545	-0.128673949884653	0.110525936696156	-1.16419687297822	0.244344237200424	0.520436850716168
ENSG00000008130.15|mRNA|NADK|ENSG00000008130.15|ENSG00000008130.15|0|5570	353.163657856495	0.121993071639278	0.108418043342687	1.1252100469447	0.260500036705675	0.537631491010385
ENSG00000078369.17|mRNA|GNB1|ENSG00000078369.17|ENSG00000078369.17|0|6417	2198.97696289293	0.0788863202115996	0.0792386680282186	0.995553334938777	0.319467217826291	0.598317560811355
ENSG00000157933.9|mRNA|SKI|ENSG00000157933.9|ENSG00000157933.9|0|6080	258.489779723377	-0.04441811188782	0.107435990993231	-0.413437912911499	0.679285802230255	0.852134959922478
ENSG00000158109.14|mRNA|TPRG1L|ENSG00000158109.14|ENSG00000158109.14|0|2414	128.896504901655	0.204279577691228	0.101550605776098	2.01160373323257	0.0442617255628229	0.191689123349667
ENSG00000235169.7|mRNA|SMIM1|ENSG00000235169.7|ENSG00000235169.7|0|954	32.9705811252251	0.186084576602829	0.227027986231077	0.819654790988745	0.412412929262726	0.676701718600666
ENSG00000069424.14|mRNA|KCNAB2|ENSG00000069424.14|ENSG00000069424.14|0|9534	321.808850504879	0.107915045786335	0.090607170510841	1.19102103263917	0.233645328130168	0.51076964348446
ENSG00000116251.9|mRNA|RPL22|ENSG00000116251.9|ENSG00000116251.9|0|4900	3533.29189452383	-0.24891972966838	0.0981130709017086	-2.53707000892626	0.0111784597061578	0.0772366763030541
ENSG00000049245.12|mRNA|VAMP3|ENSG00000049245.12|ENSG00000049245.12|0|2760	442.903202958866	0.0494832906396561	0.119114293064742	0.415426976616151	0.677829361777155	0.851054288989235
ENSG00000049247.13|mRNA|UTS2|ENSG00000049247.13|ENSG00000049247.13|0|1791	47.6482578909732	0.439675887389298	0.379453263465201	1.15870893657401	0.246574846914475	0.522658280547503
ENSG00000116288.12|mRNA|PARK7|ENSG00000116288.12|ENSG00000116288.12|0|2397	755.140503608063	-0.0442834138006515	0.158721811080157	-0.279000179617958	0.780244686920928	0.899190747535253
ENSG00000142599.17|mRNA|RERE|ENSG00000142599.17|ENSG00000142599.17|0|11503	639.578027287813	-0.080719363408201	0.0702658382140657	-1.14877108791172	0.250650384117001	0.526034793665945
ENSG00000074800.13|mRNA|ENO1|ENSG00000074800.13|ENSG00000074800.13|0|3958	1322.67350155612	0.212899537716149	0.0745945280967523	2.85409054991284	0.00431602275280996	0.0384180315820782
ENSG00000171608.15|mRNA|PIK3CD|ENSG00000171608.15|ENSG00000171608.15|0|6332	511.289850338122	-0.150910455542798	0.103228932724498	-1.46190076328267	0.143768405800691	0.390587042912016
ENSG00000162441.11|mRNA|LZIC|ENSG00000162441.11|ENSG00000162441.11|0|2794	373.206119622084	-0.313140054740985	0.176550221266311	-1.77365993933612	0.0761194166402973	0.270483964347292
ENSG00000162444.11|mRNA|RBP7|ENSG00000162444.11|ENSG00000162444.11|0|861	143.431657984797	0.326900960553685	0.1387250511339	2.35646667910149	0.0184497227883557	0.109265904836628
ENSG00000142657.20|mRNA|PGD|ENSG00000142657.20|ENSG00000142657.20|0|2966	1114.99505400161	0.0804289622438669	0.170096091411305	0.472844270415266	0.636324287105701	0.826990287717336
ENSG00000120948.16|mRNA|TARDBP|ENSG00000120948.16|ENSG00000120948.16|0|6071	324.724934961577	0.0809756718907105	0.0738322567143046	1.09675195496255	0.272749837902111	0.548086344446076
ENSG00000277726.4|mRNA|AL109811.4|ENSG00000277726.4|ENSG00000277726.4|0|2205	240.901376504253	0.000370371695373532	0.0849925235757481	0.00435769735726749	0.996523071562192	0.998617707550762
ENSG00000116649.9|mRNA|SRM|ENSG00000116649.9|ENSG00000116649.9|0|1898	136.479146999012	0.0997164670608717	0.150089755157356	0.664378904185218	0.50644783133804	0.745404693358612
ENSG00000171824.13|mRNA|EXOSC10|ENSG00000171824.13|ENSG00000171824.13|0|6003	261.71224701018	-0.197314200332738	0.0963277489293277	-2.04836303688048	0.0405244405380021	0.181548261095707
ENSG00000199347.1|snRNA|RNU5E-1|ENSG00000199347.1|ENSG00000199347.1|0|120	3.25437900138252	1.33602053186278	0.416964318682148	3.20416033699331	0.0013545701750055	0.0161784884576335
ENSG00000201801.1|snRNA|RNU5E-4P|ENSG00000201801.1|ENSG00000201801.1|0|120	1.60968940186797	2.81819373859112	0.628302001881205	4.48541263620542	7.27729603173666e-06	0.000252323700591306
